ShieldingThickness[cm],Altitude[km],Inclination[deg],MaxCurrentIncident[A/cm^2]
0.25,15000,10,7.30E-14
0.25,500,20,6.85E-20
0.25,400,60,5.91E-17
0.25,1900,20,2.70E-15
0.25,2000,70,1.90E-15
0.25,1800,60,1.41E-15
0.25,8000,30,7.11E-15
0.25,900,30,4.50E-17
0.25,800,70,1.99E-16
0.25,1500,30,7.04E-16
0.25,17500,0,9.59E-14
0.25,22500,80,1.66E-14
0.25,1400,70,6.16E-16
0.25,1000,0,3.11E-18
0.25,10000,20,1.32E-14
0.25,1600,80,7.69E-16
0.25,17500,10,9.33E-14
0.25,300,0,0
0.25,7000,40,6.28E-15
0.25,1200,40,1.86E-16
0.25,2000,20,3.52E-15
0.25,1900,70,1.60E-15
0.25,1400,0,2.24E-16
0.25,8000,60,8.15E-15
0.25,1800,30,1.78E-15
0.25,500,70,8.96E-17
0.25,15000,40,5.12E-14
0.25,12500,70,2.23E-14
0.25,400,30,2.66E-19
0.25,700,0,1.32E-19
0.25,5000,90,2.47E-15
0.25,700,80,1.26E-16
0.25,9000,20,6.03E-15
0.25,30000,50,4.91E-15
0.25,10000,0,4.81E-15
0.25,3000,60,4.99E-15
0.25,300,40,9.63E-19
0.25,1300,50,4.07E-16
0.25,1200,10,5.39E-17
0.25,7000,10,2.29E-16
0.25,1700,90,9.09E-16
0.25,17500,40,5.09E-14
0.25,10000,70,1.22E-14
0.25,1500,60,7.59E-16
0.25,6000,50,5.05E-15
0.25,1400,20,4.27E-16
0.25,900,60,2.15E-16
0.25,800,20,3.79E-18
0.25,1600,20,9.95E-16
0.25,10000,80,1.14E-14
0.25,1700,60,1.15E-15
0.25,1000,10,4.98E-18
0.25,1100,50,2.44E-16
0.25,900,90,1.77E-16
0.25,22500,20,5.12E-14
0.25,25000,10,4.21E-14
0.25,35800,0,4.28E-15
0.25,1500,90,5.91E-16
0.25,2500,50,4.01E-15
0.25,35800,40,1.09E-15
0.25,5000,60,3.86E-15
0.25,500,80,7.34E-17
0.25,12500,80,2.10E-14
0.25,8000,90,5.86E-15
0.25,1900,80,1.41E-15
0.25,4000,20,5.92E-15
0.25,3000,90,3.96E-15
0.25,600,30,5.19E-18
0.25,700,70,1.60E-16
0.25,20000,20,7.11E-14
0.25,27500,10,2.65E-14
0.25,25000,40,1.78E-14
0.25,22500,70,1.74E-14
0.25,1400,80,5.02E-16
0.25,3000,0,1.73E-14
0.25,800,80,1.57E-16
0.25,1000,40,8.25E-17
0.25,1600,70,9.12E-16
0.25,1700,30,1.34E-15
0.25,1800,0,1.90E-15
0.25,600,60,1.09E-16
0.25,27500,40,1.07E-14
0.25,9000,80,8.34E-15
0.25,700,20,8.00E-19
0.25,20000,70,2.50E-14
0.25,4000,70,3.50E-15
0.25,1800,90,1.12E-15
0.25,2000,80,1.68E-15
0.25,5000,30,1.34E-15
0.25,35800,10,3.63E-15
0.25,400,90,4.93E-17
0.25,22500,0,6.76E-14
0.25,1800,20,2.00E-15
0.25,8000,70,6.60E-15
0.25,1900,60,1.72E-15
0.25,2000,30,2.88E-15
0.25,5000,80,2.56E-15
0.25,400,20,3.12E-20
0.25,12500,60,2.51E-14
0.25,500,60,8.04E-17
0.25,15000,50,3.95E-14
0.25,3000,70,4.43E-15
0.25,30000,40,6.09E-15
0.25,9000,30,1.25E-14
0.25,700,90,1.15E-16
0.25,200,10,0
0.25,300,50,1.31E-17
0.25,1300,40,2.69E-16
0.25,10000,60,1.42E-14
0.25,17500,50,3.97E-14
0.25,1700,80,9.43E-16
0.25,1400,30,4.83E-16
0.25,6000,40,3.93E-15
0.25,1500,70,7.52E-16
0.25,800,30,2.45E-17
0.25,900,70,2.43E-16
0.25,200,40,1.80E-19
0.25,800,0,3.34E-19
0.25,4000,90,3.05E-15
0.25,3000,20,1.06E-14
0.25,600,80,9.67E-17
0.25,20000,90,2.33E-14
0.25,9000,60,1.08E-14
0.25,30000,10,1.58E-14
0.25,400,70,6.47E-17
0.25,500,30,1.51E-18
0.25,12500,30,4.48E-14
0.25,8000,20,2.25E-15
0.25,1800,70,1.33E-15
0.25,2000,60,2.05E-15
0.25,1900,30,2.29E-15
0.25,800,60,1.72E-16
0.25,900,20,1.29E-17
0.25,1400,60,6.10E-16
0.25,22500,90,1.63E-14
0.25,1500,20,6.65E-16
0.25,6000,10,5.28E-16
0.25,1600,90,7.38E-16
0.25,10000,30,2.00E-14
0.25,1200,50,3.21E-16
0.25,25000,0,4.57E-14
0.25,7000,50,7.49E-15
0.25,1300,10,1.35E-16
0.25,1400,90,4.78E-16
0.25,22500,60,1.91E-14
0.25,25000,50,1.42E-14
0.25,1100,10,1.77E-17
0.25,1000,50,1.86E-16
0.25,800,90,1.44E-16
0.25,1700,20,1.43E-15
0.25,1600,60,9.40E-16
0.25,700,30,1.24E-17
0.25,20000,60,2.74E-14
0.25,9000,90,8.14E-15
0.25,27500,50,8.57E-15
0.25,1300,0,9.87E-17
0.25,600,70,1.22E-16
0.25,4000,60,4.26E-15
0.25,2000,90,1.63E-15
0.25,1800,80,1.16E-15
0.25,2500,10,1.02E-14
0.25,400,80,5.38E-17
0.25,5000,20,1.64E-15
0.25,1700,70,1.10E-15
0.25,10000,90,1.11E-14
0.25,1600,30,9.87E-16
0.25,900,80,1.92E-16
0.25,1700,0,1.26E-15
0.25,1100,40,1.22E-16
0.25,400,0,0
0.25,1500,80,6.20E-16
0.25,22500,30,3.81E-14
0.25,2000,0,3.67E-15
0.25,12500,90,2.06E-14
0.25,500,90,6.75E-17
0.25,5000,70,2.91E-15
0.25,35800,50,9.00E-16
0.25,2500,40,4.32E-15
0.25,1900,90,1.37E-15
0.25,8000,80,6.02E-15
0.25,4000,30,3.76E-15
0.25,700,60,1.39E-16
0.25,20000,30,5.46E-14
0.25,600,20,1.83E-19
0.25,3000,80,4.05E-15
0.25,1300,80,4.10E-16
0.25,4000,0,9.79E-15
0.25,1700,40,9.98E-16
0.25,17500,90,2.86E-14
0.25,6000,80,3.10E-15
0.25,1900,0,2.68E-15
0.25,25000,30,2.45E-14
0.25,12500,0,3.34E-14
0.25,1100,70,3.49E-16
0.25,1000,30,7.64E-17
0.25,15000,90,2.77E-14
0.25,35800,60,7.92E-16
0.25,5000,40,2.93E-15
0.25,2500,70,3.51E-15
0.25,30000,80,3.72E-15
0.25,27500,30,1.48E-14
0.25,700,50,7.96E-17
0.25,600,10,8.32E-20
0.25,300,90,3.53E-17
0.25,1100,20,7.16E-17
0.25,30000,0,1.75E-14
0.25,1000,60,2.65E-16
0.25,22500,50,2.21E-14
0.25,25000,60,1.23E-14
0.25,1700,10,1.38E-15
0.25,1600,50,8.48E-16
0.25,1200,90,3.20E-16
0.25,7000,90,4.15E-15
0.25,15000,0,7.09E-14
0.25,4000,50,4.00E-15
0.25,200,80,2.84E-17
0.25,20000,50,3.19E-14
0.25,27500,60,7.45E-15
0.25,9000,0,8.52E-16
0.25,600,40,1.14E-17
0.25,2500,20,8.13E-15
0.25,5000,10,2.43E-15
0.25,35800,30,1.47E-15
0.25,3000,10,1.44E-14
0.25,600,0,5.98E-20
0.25,9000,50,1.43E-14
0.25,30000,20,1.21E-14
0.25,27500,90,6.36E-15
0.25,200,70,3.57E-17
0.25,1500,0,4.47E-16
0.25,300,30,1.46E-20
0.25,8000,10,4.02E-16
0.25,1800,40,1.31E-15
0.25,2000,50,2.04E-15
0.25,400,40,2.66E-18
0.25,15000,30,6.41E-14
0.25,1400,50,5.19E-16
0.25,25000,90,1.05E-14
0.25,1500,10,5.32E-16
0.25,6000,20,4.30E-16
0.25,1000,90,2.15E-16
0.25,800,50,1.08E-16
0.25,900,10,1.40E-18
0.25,1200,60,4.01E-16
0.25,7000,60,6.08E-15
0.25,1300,20,2.58E-16
0.25,17500,30,6.71E-14
0.25,35800,90,6.93E-16
0.25,400,10,1.17E-20
0.25,2500,80,3.19E-15
0.25,12500,50,3.09E-14
0.25,500,50,3.67E-17
0.25,15000,60,3.31E-14
0.25,1800,10,2.03E-15
0.25,8000,40,1.01E-14
0.25,1900,50,1.69E-15
0.25,200,20,4.50E-21
0.25,300,60,4.44E-17
0.25,3000,40,5.54E-15
0.25,30000,70,3.91E-15
0.25,10000,50,1.86E-14
0.25,17500,60,3.38E-14
0.25,7000,30,3.56E-15
0.25,1200,30,1.99E-16
0.25,1300,70,5.06E-16
0.25,6000,0,5.75E-16
0.25,900,40,5.43E-17
0.25,1100,80,2.78E-16
0.25,200,0,0
0.25,6000,70,3.49E-15
0.25,1100,0,1.15E-17
0.25,1500,40,5.54E-16
0.25,1000,70,2.92E-16
0.25,1100,30,1.24E-16
0.25,25000,70,1.12E-14
0.25,22500,40,2.80E-14
0.25,1600,40,7.49E-16
0.25,500,0,2.40E-20
0.25,7000,80,4.28E-15
0.25,1200,80,3.39E-16
0.25,1600,0,7.82E-16
0.25,5000,0,2.72E-15
0.25,200,90,2.60E-17
0.25,4000,40,3.88E-15
0.25,600,50,5.56E-17
0.25,27500,70,6.81E-15
0.25,20000,40,4.05E-14
0.25,700,10,2.07E-19
0.25,35800,20,2.34E-15
0.25,2500,30,5.73E-15
0.25,27500,0,2.91E-14
0.25,1300,90,3.89E-16
0.25,1600,10,8.91E-16
0.25,17500,80,2.91E-14
0.25,20000,0,8.93E-14
0.25,1700,50,1.08E-15
0.25,22500,10,6.28E-14
0.25,25000,20,3.36E-14
0.25,6000,90,3.00E-15
0.25,1000,20,3.29E-17
0.25,1100,60,3.25E-16
0.25,2500,0,1.08E-14
0.25,2500,60,3.88E-15
0.25,1200,0,3.69E-17
0.25,5000,50,3.61E-15
0.25,35800,70,7.29E-16
0.25,15000,80,2.82E-14
0.25,8000,0,1.93E-16
0.25,20000,10,8.45E-14
0.25,700,40,2.11E-17
0.25,30000,90,3.66E-15
0.25,27500,20,2.08E-14
0.25,300,80,3.87E-17
0.25,4000,10,8.52E-15
0.25,500,40,5.89E-18
0.25,15000,70,2.98E-14
0.25,12500,40,3.97E-14
0.25,2500,90,3.12E-15
0.25,35800,80,6.98E-16
0.25,2000,10,3.87E-15
0.25,1900,40,1.67E-15
0.25,8000,50,1.06E-14
0.25,900,0,8.88E-19
0.25,300,70,4.71E-17
0.25,200,30,2.21E-21
0.25,9000,10,1.85E-15
0.25,30000,60,4.28E-15
0.25,3000,50,5.12E-15
0.25,17500,70,3.07E-14
0.25,10000,40,2.16E-14
0.25,1300,60,5.00E-16
0.25,1200,20,1.42E-16
0.25,7000,20,6.67E-16
0.25,1100,90,2.61E-16
0.25,900,50,1.42E-16
0.25,800,10,4.67E-19
0.25,1500,50,6.69E-16
0.25,6000,60,4.65E-15
0.25,1400,10,2.85E-16
0.25,30000,30,8.48E-15
0.25,27500,80,6.47E-15
0.25,9000,40,1.52E-14
0.25,300,20,1.36E-20
0.25,200,60,3.28E-17
0.25,1900,10,2.87E-15
0.25,2000,40,2.08E-15
0.25,1800,50,1.36E-15
0.25,12500,10,3.67E-14
0.25,15000,20,7.24E-14
0.25,500,10,3.27E-20
0.25,400,50,2.16E-17
0.25,6000,30,1.59E-15
0.25,25000,80,1.07E-14
0.25,1400,40,3.95E-16
0.25,7000,0,2.32E-16
0.25,800,40,3.39E-17
0.25,1000,80,2.30E-16
0.25,1300,30,3.12E-16
0.25,7000,70,4.75E-15
0.25,1200,70,4.20E-16
0.25,10000,10,6.72E-15
0.25,17500,20,8.30E-14
0.11,4000,80,2.67E-14
0.11,300,10,5.64E-21
0.11,200,50,4.54E-17
0.11,9000,70,6.24E-14
0.11,20000,80,1.96E-13
0.11,600,90,6.10E-16
0.11,3000,30,5.58E-14
0.11,12500,20,2.60E-13
0.11,15000,10,4.09E-13
0.11,500,20,3.39E-19
0.11,400,60,3.82E-16
0.11,1900,20,2.25E-14
0.11,2000,70,1.48E-14
0.11,1800,60,1.08E-14
0.11,8000,30,4.81E-14
0.11,900,30,3.76E-16
0.11,800,70,1.37E-15
0.11,1500,30,5.90E-15
0.11,17500,0,5.64E-13
0.11,22500,80,1.59E-13
0.11,1400,70,4.54E-15
0.11,1000,0,2.99E-17
0.11,10000,20,8.81E-14
0.11,1600,80,5.91E-15
0.11,17500,10,5.69E-13
0.11,300,0,0
0.11,7000,40,4.42E-14
0.11,1200,40,1.54E-15
0.11,2000,20,2.92E-14
0.11,1900,70,1.24E-14
0.11,1400,0,2.14E-15
0.11,8000,60,5.78E-14
0.11,1800,30,1.47E-14
0.11,500,70,6.03E-16
0.11,15000,40,3.34E-13
0.11,12500,70,1.44E-13
0.11,400,30,2.07E-18
0.11,700,0,5.87E-19
0.11,5000,90,2.10E-14
0.11,700,80,8.76E-16
0.11,9000,20,4.55E-14
0.11,30000,50,5.85E-14
0.11,10000,0,4.19E-14
0.11,3000,60,3.77E-14
0.11,300,40,7.59E-18
0.11,1300,50,3.02E-15
0.11,1200,10,5.23E-16
0.11,7000,10,8.18E-15
0.11,1700,90,7.05E-15
0.11,17500,40,3.64E-13
0.11,10000,70,8.26E-14
0.11,1500,60,5.60E-15
0.11,6000,50,3.62E-14
0.11,1400,20,3.67E-15
0.11,900,60,1.46E-15
0.11,800,20,3.32E-17
0.11,1600,20,8.46E-15
0.11,10000,80,7.65E-14
0.11,1700,60,8.70E-15
0.11,1000,10,4.94E-17
0.11,1100,50,1.74E-15
0.11,900,90,1.25E-15
0.11,22500,20,4.83E-13
0.11,25000,10,4.23E-13
0.11,35800,0,6.29E-14
0.11,1500,90,4.49E-15
0.11,2500,50,3.10E-14
0.11,35800,40,1.71E-14
0.11,5000,60,3.11E-14
0.11,500,80,5.03E-16
0.11,12500,80,1.35E-13
0.11,8000,90,4.10E-14
0.11,1900,80,1.10E-14
0.11,4000,20,5.79E-14
0.11,3000,90,3.04E-14
0.11,600,30,4.18E-17
0.11,700,70,1.09E-15
0.11,20000,20,5.69E-13
0.11,27500,10,2.84E-13
0.11,25000,40,1.86E-13
0.11,22500,70,1.68E-13
0.11,1400,80,3.77E-15
0.11,3000,0,1.32E-13
0.11,800,80,1.10E-15
0.11,1000,40,6.74E-16
0.11,1600,70,6.91E-15
0.11,1700,30,1.11E-14
0.11,1800,0,1.67E-14
0.11,600,60,7.19E-16
0.11,27500,40,1.19E-13
0.11,9000,80,5.74E-14
0.11,700,20,6.87E-18
0.11,20000,70,2.07E-13
0.11,4000,70,2.97E-14
0.11,1800,90,8.73E-15
0.11,2000,80,1.31E-14
0.11,5000,30,1.85E-14
0.11,35800,10,5.46E-14
0.11,400,90,3.31E-16
0.11,22500,0,6.20E-13
0.11,1800,20,1.68E-14
0.11,8000,70,4.64E-14
0.11,1900,60,1.32E-14
0.11,2000,30,2.35E-14
0.11,5000,80,2.17E-14
0.11,400,20,1.14E-19
0.11,12500,60,1.63E-13
0.11,500,60,5.25E-16
0.11,15000,50,2.59E-13
0.11,3000,70,3.41E-14
0.11,30000,40,7.29E-14
0.11,9000,30,8.21E-14
0.11,700,90,7.93E-16
0.11,200,10,0
0.11,300,50,7.80E-17
0.11,1300,40,2.22E-15
0.11,10000,60,9.71E-14
0.11,17500,50,2.81E-13
0.11,1700,80,7.31E-15
0.11,1400,30,4.06E-15
0.11,6000,40,2.97E-14
0.11,1500,70,5.62E-15
0.11,800,30,2.04E-16
0.11,900,70,1.69E-15
0.11,200,40,1.39E-18
0.11,800,0,1.97E-18
0.11,4000,90,2.60E-14
0.11,3000,20,8.33E-14
0.11,600,80,6.68E-16
0.11,20000,90,1.93E-13
0.11,9000,60,7.53E-14
0.11,30000,10,1.82E-13
0.11,400,70,4.32E-16
0.11,500,30,1.20E-17
0.11,12500,30,2.77E-13
0.11,8000,20,2.10E-14
0.11,1800,70,1.03E-14
0.11,2000,60,1.57E-14
0.11,1900,30,1.88E-14
0.11,800,60,1.16E-15
0.11,900,20,1.12E-16
0.11,1400,60,4.44E-15
0.11,22500,90,1.56E-13
0.11,1500,20,5.68E-15
0.11,6000,10,1.43E-14
0.11,1600,90,5.67E-15
0.11,10000,30,1.29E-13
0.11,1200,50,2.33E-15
0.11,25000,0,4.55E-13
0.11,7000,50,5.10E-14
0.11,1300,10,1.26E-15
0.11,1400,90,3.58E-15
0.11,22500,60,1.84E-13
0.11,25000,50,1.47E-13
0.11,1100,10,1.75E-16
0.11,1000,50,1.31E-15
0.11,800,90,1.00E-15
0.11,1700,20,1.21E-14
0.11,1600,60,7.03E-15
0.11,700,30,1.01E-16
0.11,20000,60,2.28E-13
0.11,9000,90,5.59E-14
0.11,27500,50,9.49E-14
0.11,1300,0,9.64E-16
0.11,600,70,8.29E-16
0.11,4000,60,3.49E-14
0.11,2000,90,1.28E-14
0.11,1800,80,9.02E-15
0.11,2500,10,8.06E-14
0.11,400,80,3.64E-16
0.11,5000,20,2.56E-14
0.11,1700,70,8.42E-15
0.11,10000,90,7.47E-14
0.11,1600,30,8.25E-15
0.11,900,80,1.36E-15
0.11,1700,0,1.13E-14
0.11,1100,40,1.00E-15
0.11,400,0,0
0.11,1500,80,4.71E-15
0.11,22500,30,3.66E-13
0.11,2000,0,3.11E-14
0.11,12500,90,1.32E-13
0.11,500,90,4.59E-16
0.11,5000,70,2.46E-14
0.11,35800,50,1.41E-14
0.11,2500,40,3.40E-14
0.11,1900,90,1.07E-14
0.11,8000,80,4.22E-14
0.11,4000,30,3.78E-14
0.11,700,60,9.22E-16
0.11,20000,30,4.55E-13
0.11,600,20,1.29E-18
0.11,3000,80,3.12E-14
0.11,1300,80,3.04E-15
0.11,4000,0,9.26E-14
0.11,1700,40,8.21E-15
0.11,17500,90,1.99E-13
0.11,6000,80,2.35E-14
0.11,1900,0,2.31E-14
0.11,25000,30,2.54E-13
0.11,12500,0,2.09E-13
0.11,1100,70,2.47E-15
0.11,1000,30,6.43E-16
0.11,15000,90,1.77E-13
0.11,35800,60,1.24E-14
0.11,5000,40,2.59E-14
0.11,2500,70,2.71E-14
0.11,30000,80,4.42E-14
0.11,27500,30,1.64E-13
0.11,700,50,5.28E-16
0.11,600,10,3.68E-19
0.11,300,90,2.35E-16
0.11,1100,20,6.22E-16
0.11,30000,0,2.00E-13
0.11,1000,60,1.82E-15
0.11,22500,50,2.13E-13
0.11,25000,60,1.27E-13
0.11,1700,10,1.20E-14
0.11,1600,50,6.58E-15
0.11,1200,90,2.34E-15
0.11,7000,90,2.98E-14
0.11,15000,0,3.94E-13
0.11,4000,50,3.40E-14
0.11,200,80,1.88E-16
0.11,20000,50,2.67E-13
0.11,27500,60,8.24E-14
0.11,9000,0,1.54E-14
0.11,600,40,9.19E-17
0.11,2500,20,6.44E-14
0.11,5000,10,3.64E-14
0.11,35800,30,2.33E-14
0.11,3000,10,1.11E-13
0.11,600,0,1.94E-19
0.11,9000,50,9.64E-14
0.11,30000,20,1.42E-13
0.11,27500,90,7.03E-14
0.11,200,70,2.35E-16
0.11,1500,0,4.13E-15
0.11,300,30,9.28E-20
0.11,8000,10,9.78E-15
0.11,1800,40,1.07E-14
0.11,2000,50,1.60E-14
0.11,400,40,2.11E-17
0.11,15000,30,3.98E-13
0.11,1400,50,3.92E-15
0.11,25000,90,1.08E-13
0.11,1500,10,4.75E-15
0.11,6000,20,1.11E-14
0.11,1000,90,1.53E-15
0.11,800,50,7.32E-16
0.11,900,10,1.30E-17
0.11,1200,60,2.84E-15
0.11,7000,60,4.39E-14
0.11,1300,20,2.22E-15
0.11,17500,30,4.64E-13
0.11,35800,90,1.09E-14
0.11,400,10,3.20E-20
0.11,2500,80,2.47E-14
0.11,12500,50,2.04E-13
0.11,500,50,2.32E-16
0.11,15000,60,2.13E-13
0.11,1800,10,1.74E-14
0.11,8000,40,6.83E-14
0.11,1900,50,1.33E-14
0.11,200,20,1.06E-20
0.11,300,60,2.84E-16
0.11,3000,40,4.31E-14
0.11,30000,70,4.65E-14
0.11,10000,50,1.25E-13
0.11,17500,60,2.37E-13
0.11,7000,30,2.59E-14
0.11,1200,30,1.69E-15
0.11,1300,70,3.69E-15
0.11,6000,0,1.59E-14
0.11,900,40,4.41E-16
0.11,1100,80,2.00E-15
0.11,200,0,0
0.11,6000,70,2.65E-14
0.11,1100,0,1.16E-16
0.11,1500,40,4.57E-15
0.11,1000,70,2.05E-15
0.11,1100,30,1.05E-15
0.11,25000,70,1.16E-13
0.11,22500,40,2.71E-13
0.11,1600,40,6.17E-15
0.11,500,0,5.83E-20
0.11,7000,80,3.07E-14
0.11,1200,80,2.48E-15
0.11,1600,0,7.07E-15
0.11,5000,0,4.14E-14
0.11,200,90,1.70E-16
0.11,4000,40,3.42E-14
0.11,600,50,3.60E-16
0.11,27500,70,7.52E-14
0.11,20000,40,3.42E-13
0.11,700,10,1.17E-18
0.11,35800,20,3.68E-14
0.11,2500,30,4.56E-14
0.11,27500,0,3.10E-13
0.11,1300,90,2.88E-15
0.11,1600,10,7.84E-15
0.11,17500,80,2.03E-13
0.11,20000,0,6.69E-13
0.11,1700,50,8.40E-15
0.11,22500,10,5.80E-13
0.11,25000,20,3.43E-13
0.11,6000,90,2.28E-14
0.11,1000,20,2.87E-16
0.11,1100,60,2.26E-15
0.11,2500,0,8.64E-14
0.11,2500,60,2.95E-14
0.11,1200,0,3.68E-16
0.11,5000,50,2.96E-14
0.11,35800,70,1.14E-14
0.11,15000,80,1.80E-13
0.11,8000,0,8.01E-15
0.11,20000,10,6.48E-13
0.11,700,40,1.71E-16
0.11,30000,90,4.35E-14
0.11,27500,20,2.26E-13
0.11,300,80,2.59E-16
0.11,4000,10,8.11E-14
0.11,500,40,4.72E-17
0.11,15000,70,1.91E-13
0.11,12500,40,2.52E-13
0.11,2500,90,2.42E-14
0.11,35800,80,1.10E-14
0.11,2000,10,3.24E-14
0.11,1900,40,1.36E-14
0.11,8000,50,7.17E-14
0.11,900,0,7.04E-18
0.11,300,70,3.12E-16
0.11,200,30,8.14E-21
0.11,9000,10,2.16E-14
0.11,30000,60,5.09E-14
0.11,3000,50,3.93E-14
0.11,17500,70,2.14E-13
0.11,10000,40,1.40E-13
0.11,1300,60,3.59E-15
0.11,1200,20,1.23E-15
0.11,7000,20,1.04E-14
0.11,1100,90,1.88E-15
0.11,900,50,9.81E-16
0.11,800,10,3.45E-18
0.11,1500,50,5.13E-15
0.11,6000,60,3.47E-14
0.11,1400,10,2.60E-15
0.11,30000,30,1.01E-13
0.11,27500,80,7.14E-14
0.11,9000,40,1.01E-13
0.11,300,20,3.89E-20
0.11,200,60,2.09E-16
0.11,1900,10,2.43E-14
0.11,2000,40,1.69E-14
0.11,1800,50,1.07E-14
0.11,12500,10,2.24E-13
0.11,15000,20,4.27E-13
0.11,500,10,1.13E-19
0.11,400,50,1.33E-16
0.11,6000,30,1.54E-14
0.11,25000,80,1.10E-13
0.11,1400,40,3.25E-15
0.11,7000,0,8.44E-15
0.11,800,40,2.77E-16
0.11,1000,80,1.65E-15
0.11,1300,30,2.64E-15
0.11,7000,70,3.41E-14
0.11,1200,70,3.02E-15
0.11,10000,10,5.34E-14
0.11,17500,20,5.42E-13
0.05,4000,80,2.02E-13
0.05,300,10,7.85E-21
0.05,200,50,1.31E-16
0.05,9000,70,2.46E-13
0.05,20000,80,6.34E-13
0.05,600,90,1.96E-15
0.05,3000,30,3.22E-13
0.05,12500,20,7.25E-13
0.05,15000,10,1.11E-12
0.05,500,20,1.51E-18
0.05,400,60,1.15E-15
0.05,1900,20,1.24E-13
0.05,2000,70,7.02E-14
0.05,1800,60,5.12E-14
0.05,8000,30,3.08E-13
0.05,900,30,2.22E-15
0.05,800,70,4.53E-15
0.05,1500,30,3.41E-14
0.05,17500,0,1.54E-12
0.05,22500,80,5.63E-13
0.05,1400,70,1.90E-14
0.05,1000,0,2.59E-16
0.05,10000,20,3.75E-13
0.05,1600,80,2.77E-14
0.05,17500,10,1.58E-12
0.05,300,0,0
0.05,7000,40,2.79E-13
0.05,1200,40,9.00E-15
0.05,2000,20,1.57E-13
0.05,1900,70,5.89E-14
0.05,1400,0,1.67E-14
0.05,8000,60,2.59E-13
0.05,1800,30,8.09E-14
0.05,500,70,1.87E-15
0.05,15000,40,9.76E-13
0.05,12500,70,4.21E-13
0.05,400,30,1.08E-17
0.05,700,0,2.01E-18
0.05,5000,90,2.04E-13
0.05,700,80,2.87E-15
0.05,9000,20,3.21E-13
0.05,30000,50,2.74E-13
0.05,10000,0,3.18E-13
0.05,3000,60,1.90E-13
0.05,300,40,4.46E-17
0.05,1300,50,1.40E-14
0.05,1200,10,4.30E-15
0.05,7000,10,3.77E-13
0.05,1700,90,3.39E-14
0.05,17500,40,1.11E-12
0.05,10000,70,2.82E-13
0.05,1500,60,2.52E-14
0.05,6000,50,2.67E-13
0.05,1400,20,2.26E-14
0.05,900,60,5.05E-15
0.05,800,20,2.25E-16
0.05,1600,20,5.01E-14
0.05,10000,80,2.62E-13
0.05,1700,60,4.09E-14
0.05,1000,10,4.39E-16
0.05,1100,50,7.39E-15
0.05,900,90,4.37E-15
0.05,22500,20,1.66E-12
0.05,25000,10,1.59E-12
0.05,35800,0,3.47E-13
0.05,1500,90,2.05E-14
0.05,2500,50,1.53E-13
0.05,35800,40,1.00E-13
0.05,5000,60,2.58E-13
0.05,500,80,1.58E-15
0.05,12500,80,3.94E-13
0.05,8000,90,1.95E-13
0.05,1900,80,5.36E-14
0.05,4000,20,5.56E-13
0.05,3000,90,1.57E-13
0.05,600,30,2.29E-16
0.05,700,70,3.51E-15
0.05,20000,20,1.77E-12
0.05,27500,10,1.17E-12
0.05,25000,40,7.37E-13
0.05,22500,70,5.94E-13
0.05,1400,80,1.65E-14
0.05,3000,0,6.31E-13
0.05,800,80,3.70E-15
0.05,1000,40,3.89E-15
0.05,1600,70,3.12E-14
0.05,1700,30,6.23E-14
0.05,1800,0,1.02E-13
0.05,600,60,2.26E-15
0.05,27500,40,5.15E-13
0.05,9000,80,2.28E-13
0.05,700,20,4.89E-17
0.05,20000,70,6.69E-13
0.05,4000,70,2.18E-13
0.05,1800,90,4.25E-14
0.05,2000,80,6.40E-14
0.05,5000,30,3.79E-13
0.05,35800,10,3.07E-13
0.05,400,90,1.02E-15
0.05,22500,0,2.04E-12
0.05,1800,20,9.49E-14
0.05,8000,70,2.16E-13
0.05,1900,60,6.30E-14
0.05,2000,30,1.26E-13
0.05,5000,80,2.09E-13
0.05,400,20,3.40E-19
0.05,12500,60,4.80E-13
0.05,500,60,1.61E-15
0.05,15000,50,7.66E-13
0.05,3000,70,1.73E-13
0.05,30000,40,3.44E-13
0.05,9000,30,3.65E-13
0.05,700,90,2.60E-15
0.05,200,10,0
0.05,300,50,2.40E-16
0.05,1300,40,1.31E-14
0.05,10000,60,3.31E-13
0.05,17500,50,8.59E-13
0.05,1700,80,3.49E-14
0.05,1400,30,2.38E-14
0.05,6000,40,2.87E-13
0.05,1500,70,2.46E-14
0.05,800,30,1.19E-15
0.05,900,70,5.75E-15
0.05,200,40,8.12E-18
0.05,800,0,1.01E-17
0.05,4000,90,1.97E-13
0.05,3000,20,4.48E-13
0.05,600,80,2.15E-15
0.05,20000,90,6.23E-13
0.05,9000,60,2.92E-13
0.05,30000,10,8.23E-13
0.05,400,70,1.32E-15
0.05,500,30,6.37E-17
0.05,12500,30,7.85E-13
0.05,8000,20,2.94E-13
0.05,1800,70,4.83E-14
0.05,2000,60,7.53E-14
0.05,1900,30,1.02E-13
0.05,800,60,3.87E-15
0.05,900,20,7.40E-16
0.05,1400,60,1.92E-14
0.05,22500,90,5.54E-13
0.05,1500,20,3.44E-14
0.05,6000,10,5.56E-13
0.05,1600,90,2.67E-14
0.05,10000,30,4.46E-13
0.05,1200,50,1.03E-14
0.05,25000,0,1.69E-12
0.05,7000,50,2.69E-13
0.05,1300,10,9.54E-15
0.05,1400,90,1.58E-14
0.05,22500,60,6.53E-13
0.05,25000,50,5.80E-13
0.05,1100,10,1.52E-15
